"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource"
"2019-10-12T13:55:25.510Z","36.5568333","-89.6485","8.62","3.03","md",47,33,"0.03146","0.19","nm","nm60290066","2019-10-14T17:03:43.126Z","4km SW of Lilbourn, Missouri","earthquake","0.27","0.34",253,40,"reviewed","nm","nm"
"2019-10-12T13:33:55.919Z","-5.0301",130811,"63.44","4.5","mb",,79,"2.54","0.73","us","us70005tp2","2019-10-12T15:06:19.040Z","226km WNW of Tual, Indonesia","earthquake","13.5","9.7",128,18,"reviewed","us","us"
"2019-10-12T11:54:28.140Z","56.2306","-148.6024",10,4,"ml",,235,2676,"0.32","us","us70005tnr","2019-10-12T22:28:09.556Z","289km SE of Kodiak, Alaska","earthquake","4.4",2,46,61,"reviewed","us","us"
"2019-10-12T11:24:04.540Z","19.0476","-67.1418",34,"3.04","md",11,224,744,"0.72","pr","pr2019285013","2019-10-12T15:49:38.170Z","61km NNW of Isabela, Puerto Rico","earthquake","4.15","22.81","0.09",7,"reviewed","pr","pr"
"2019-10-12T10:09:51.564Z","61.3822","-147.0161","4.4","3.2","ml",,,,"0.67","ak","ak019d3i6a7g","2019-10-12T22:15:56.332Z","41km NW of Valdez, Alaska","earthquake",,"0.2",,,"reviewed","ak","ak"
"2019-10-12T09:57:49.750Z","18.1166",-68476,88,"2.8","md",7,213,"1.3708","0.21","pr","pr2019285012","2019-10-12T13:49:36.581Z","32km SSE of Boca de Yuma, Dominican Republic","earthquake","2.44","2.29","0.22",7,"reviewed","pr","pr"
"2019-10-12T09:55:15.725Z","-5.9891","131.4814",35,"4.3","mb",,122,1988,"1.24","us","us70005tnd","2019-10-12T10:48:17.040Z","144km WSW of Tual, Indonesia","earthquake",4,2,148,13,"reviewed","us","us"
"2019-10-12T09:42:08.530Z","18.9208","-67.1558",94,"3.05","md",3,356,"0.7483","0.19","pr","pr2019285011","2019-10-12T13:48:06.357Z","47km N of San Antonio, Puerto Rico","earthquake","13.7","5.73",0,1,"reviewed","pr","pr"
"2019-10-12T09:21:55.010Z","34.6857","140.5692","59.45","5.3","mww",,93,1687,"1.21","us","us70005tn2","2019-10-13T07:36:58.881Z","55km SSE of Katsuura, Japan","earthquake","7.3",6,"0.08",15,"reviewed","us","us"
"2019-10-12T08:58:30.483Z",10124,"-104.2581",10,"4.6","mb",,192,"9.23","0.84","us","us70005tmz","2019-10-12T09:13:39.040Z","Northern East Pacific Rise","earthquake","13.4",2,109,25,"reviewed","us","us"
"2019-10-12T08:09:48.520Z",18998,"-67.1193",7,"3.07","md",3,357,"0.8229","0.2","pr","pr2019285007","2019-10-12T13:45:58.324Z","55km N of Isabela, Puerto Rico","earthquake","14.76","12.95",0,1,"reviewed","pr","pr"
"2019-10-12T06:55:27.810Z",18699,"-67.5153",12,"2.7","md",3,351,677,"0.11","pr","pr2019285005","2019-10-12T07:29:31.148Z","48km NW of Aguadilla, Puerto Rico","earthquake","6.99","10.1","0.16",3,"reviewed","pr","pr"
"2019-10-12T06:49:35.853Z","37.49","20.6223","6.82","4.5","mb",,132,1084,"0.71","us","us70005tm5","2019-10-12T17:28:41.102Z","31km SSW of Mouzaki, Greece","earthquake","7.1","8.9",221,6,"reviewed","us","us"
"2019-10-12T05:42:15.710Z","19.0618","-67.0953",10,"3.1","md",18,219,"0.7786","0.24","pr","pr2019285004","2019-10-12T06:49:46.040Z","64km N of Isabela, Puerto Rico","earthquake","0.83","31.61","0.24",15,"reviewed","pr","pr"
"2019-10-12T04:44:44.963Z","69.6007","-144.3151",0,"2.5","ml",,,,"0.75","ak","ak019d3et64n","2019-10-12T04:58:20.040Z","64km SSW of Kaktovik, Alaska","earthquake",,"0.7",,,"automatic","ak","ak"
"2019-10-12T04:22:44.964Z","49.4802","-116.8684",10,"2.5","ml",,184,1228,"0.57","us","us70005tph","2019-10-14T04:31:44.426Z","30km E of Nelson, Canada","earthquake","5.2",2,97,14,"reviewed","us","us"
"2019-10-12T03:31:41.600Z","19.1881","-67.3428",11,"3.13","md",8,323,1027,"0.26","pr","pr2019285003","2019-10-12T04:35:03.989Z","81km NNW of San Antonio, Puerto Rico","earthquake","10.88","15.54","0.14",8,"reviewed","pr","pr"
"2019-10-12T03:23:55.850Z",19132,-67185,5,"2.77","md",14,221,"0.8033","0.18","pr","pr2019285001","2019-10-12T04:05:27.040Z","75km N of Isabela, Puerto Rico","earthquake","0.88","0.98","0.34",14,"reviewed","pr","pr"
"2019-10-12T03:22:48.062Z","56.2261","-148.7151",10,"3.5","ml",,240,2629,"0.61","us","us70005trp","2019-10-13T00:46:42.096Z","283km SE of Kodiak, Alaska","earthquake","9.6",2,"0.06",36,"reviewed","us","us"
"2019-10-12T02:55:33.100Z",19126,"-66.8306",21,"2.83","md",8,310,"0.7831","0.15","pr","pr2019285002","2019-10-12T04:29:42.821Z","70km N of Hatillo, Puerto Rico","earthquake","0.98","13.23","0.22",8,"reviewed","pr","pr"
"2019-10-12T02:44:20.243Z","56.2224","-148.5898",10,5,"mww",,138,2686,"1.15","us","us70005tle","2019-10-14T02:54:31.622Z","290km SE of Kodiak, Alaska","earthquake","7.7","1.9","0.05",39,"reviewed","us","us"
"2019-10-12T02:35:40.461Z","-5.1453","152.6321","55.06","5.2","mb",,44,1056,"1.09","us","us70005tld","2019-10-12T02:51:12.040Z","87km SSW of Taron, Papua New Guinea","earthquake","7.9","7.4","0.08",51,"reviewed","us","us"
"2019-10-12T01:29:55.393Z","60.6266","-139.7486",0,"2.9","ml",,,,"0.91","ak","ak019d3cxoed","2019-10-12T01:37:17.505Z","120km N of Yakutat, Alaska","earthquake",,"0.2",,,"automatic","ak","ak"
"2019-10-12T01:07:07.150Z","-7.1412","129.3565","156.74","4.7","mb",,79,2099,"0.9","us","us70005tl5","2019-10-12T01:30:06.040Z","234km WNW of Saumlaki, Indonesia","earthquake","6.9","8.2","0.11",25,"reviewed","us","us"
"2019-10-11T22:43:19.471Z","37.6858","20.8899","8.2","4.5","mwr",,71,967,"0.96","us","us70005tkd","2019-10-13T18:58:48.228Z","6km SE of Lithakia, Greece","earthquake","5.9","4.5",63,24,"reviewed","us","us"
"2019-10-11T22:41:06.320Z","60.3043","-152.0375","81.8","2.8","ml",,,,"0.75","ak","ak019d21ywbi","2019-10-11T22:45:53.389Z","41km W of Cohoe, Alaska","earthquake",,"0.7",,,"automatic","ak","ak"
"2019-10-11T22:17:28.036Z","61.4063","-149.9634","19.1","2.5","ml",,,,"0.65","ak","ak019d21tsxc","2019-10-11T22:56:44.040Z","12km S of Big Lake, Alaska","earthquake",,"0.4",,,"automatic","ak","ak"
"2019-10-11T20:44:34.040Z","19.1253","-67.1028",33,"3.02","md",7,333,"0.8532","0.29","pr","pr2019284011","2019-10-12T00:37:47.107Z","69km N of Isabela, Puerto Rico","earthquake","2.69","19.78","0.06",4,"reviewed","pr","pr"
"2019-10-11T19:59:33.485Z","37.3983","-117.2466","6.5","2.8","ml",44,"51.94",99,"0.1666","nn","nn00707043","2019-10-12T15:59:36.040Z","34km S of Goldfield, Nevada","earthquake",,"1.4","0.3",25,"reviewed","nn","nn"
"2019-10-11T19:51:12.950Z","33.3218333","-116.4203333","5.89","2.56","ml",76,27,"0.05356","0.22","ci","ci39125760","2019-10-12T05:56:42.264Z","8km NNW of Borrego Springs, CA","earthquake","0.2","0.69",297,27,"automatic","ci","ci"
"2019-10-11T19:07:39.640Z","35.5775","-117.4045","7.86","2.8","ml",34,102,"0.04788","0.14","ci","ci39125680","2019-10-11T19:11:31.328Z","21km S of Trona, CA","earthquake","0.24","0.55",153,25,"automatic","ci","ci"
"2019-10-11T18:52:40.380Z","-18.6449","-172.5914",10,"5.2","mww",,81,2559,"0.97","us","us70005ti3","2019-10-12T15:03:16.040Z","146km E of Neiafu, Tonga","earthquake","7.4","1.8",89,12,"reviewed","us","us"
"2019-10-11T18:31:16.900Z","19.1806","-67.1323",65,"2.98","md",5,254,"0.9157","0.66","pr","pr2019284010","2019-10-11T20:13:54.408Z","76km N of Isabela, Puerto Rico","earthquake","6.35","16.39","0.15",2,"reviewed","pr","pr"
"2019-10-11T17:51:53.070Z","18.8878","-67.1855",123,"3.29","md",7,217,"0.6921","0.18","pr","pr2019284009","2019-10-11T20:13:10.800Z","44km NNW of San Antonio, Puerto Rico","earthquake","2.72","2.61","0.15",2,"reviewed","pr","pr"
"2019-10-11T17:23:03.975Z","-24.2442","-66.9727","173.92","4.7","mwr",,76,1696,"0.92","us","us70005thk","2019-10-12T14:39:35.040Z","66km W of San Antonio de los Cobres, Argentina","earthquake","8.5","6.7",,,"reviewed","us","guc"
"2019-10-11T16:16:39.430Z","19.0371","-67.1441",96,"3.09","md",6,229,793,"0.56","pr","pr2019284008","2019-10-11T20:12:41.352Z","60km NNW of Isabela, Puerto Rico","earthquake","5.35","7.55","0.09",2,"reviewed","pr","pr"
"2019-10-11T15:49:52.935Z","59.0194","-152.8977",61,"2.6","ml",,,,"0.64","ak","ak019d1xuof9","2019-10-12T03:28:34.979Z","103km SW of Homer, Alaska","earthquake",,"0.7",,,"automatic","ak","ak"
"2019-10-11T15:18:37.736Z","-31.5874","179.7132","404.25","4.3","mb",,138,3098,"0.79","us","us70005ter","2019-10-11T16:22:37.040Z","132km W of L'Esperance Rock, New Zealand","earthquake","13.6","8.9",134,16,"reviewed","us","us"
"2019-10-11T15:03:29.420Z","19.4588333","-155.5853333","-1.65","2.71","ml",45,46,"0.008691","0.13","hv","hv71177266","2019-10-11T18:50:56.110Z","28km E of Honaunau-Napoopoo, Hawaii","earthquake","0.27","0.24",199,44,"reviewed","hv","hv"
"2019-10-11T15:01:50.086Z","-4.6882","125.3281","485.95","4.7","mb",,55,4431,"0.86","us","us70005tdr","2019-10-11T15:15:03.040Z","165km SW of Leksula, Indonesia","earthquake","12.6","11.6",113,24,"reviewed","us","us"
"2019-10-11T14:47:04.270Z","19.3086667","-154.8883333","40.43","3.26","ml",71,240,149,"0.12","hv","hv71177246","2019-10-11T22:08:04.480Z","17km S of Leilani Estates, Hawaii","earthquake","0.48","0.39",129,43,"reviewed","hv","hv"
"2019-10-11T13:39:33.210Z","33.77","-115.9621667","2.45","2.67","ml",68,60,"0.1169","0.17","ci","ci39125088","2019-10-11T23:42:46.236Z","22km NE of Thermal, CA","earthquake","0.13","0.31","0.13",110,"reviewed","ci","ci"
"2019-10-11T12:01:48.359Z","59.2241",-151517,"38.9","2.7","ml",,,,"0.67","ak","ak019d1vs2ya","2019-10-11T19:35:04.139Z","46km S of Homer, Alaska","earthquake",,"0.5",,,"reviewed","ak","ak"
"2019-10-11T10:59:48.252Z","-2.5477","-77.0031",119,"4.3","mb",,81,2253,"0.68","us","us70005tcw","2019-10-11T11:18:16.040Z","126km ESE of Macas, Ecuador","earthquake","5.3","9.4",93,33,"reviewed","us","us"
"2019-10-11T10:36:28.690Z","19.0271","-67.2008",8,"2.91","md",9,316,"0.5667","0.22","pr","pr2019284007","2019-10-11T12:54:13.662Z","60km N of San Antonio, Puerto Rico","earthquake","1.27","1.13","0.35",9,"reviewed","pr","pr"
"2019-10-11T09:19:34.691Z","28.3237","54.5351",10,"4.2","mb",,86,3681,"0.93","us","us70005tcd","2019-10-11T10:21:20.040Z","47km S of Darab, Iran","earthquake","6.4",2,101,27,"reviewed","us","us"
"2019-10-11T08:47:20.470Z","19.1005",-67202,7,"3.12","md",12,285,"0.6395","0.37","pr","pr2019284005","2019-10-12T05:10:51.040Z","75km N of Isabela, Puerto Rico","earthquake","4.13","4.22","0.25",11,"reviewed","pr","pr"
"2019-10-11T07:48:33.014Z","55.9586","162.8894","27.78","4.9","mb",,110,3841,"0.97","us","us70005tc2","2019-10-11T08:04:48.040Z","39km SE of Ust'-Kamchatsk Staryy, Russia","earthquake","10.1","6.2",78,51,"reviewed","us","us"
"2019-10-11T06:42:51.860Z","19.1665","-67.3193",12,"2.97","md",8,322,"0.7293","0.25","pr","pr2019284003","2019-10-11T08:32:58.395Z","78km NNW of San Antonio, Puerto Rico","earthquake","10.86","15.39","0.19",8,"reviewed","pr","pr"
"2019-10-11T06:11:50.096Z","-30.5839","-72.2018",10,"4.3","mb",,132,496,"0.5","us","us70005tbi","2019-10-12T05:04:51.040Z","96km W of Ovalle, Chile","earthquake","5.6","1.9",218,6,"reviewed","us","us"
"2019-10-11T05:39:59.650Z","37.5644989","-118.6711655","8.78","2.65","md",26,114,128,"0.03","nc","nc73289885","2019-10-12T02:07:21.276Z","1km ENE of Toms Place, CA","earthquake","0.47","1.16","0.24",30,"automatic","nc","nc"
"2019-10-11T03:45:49.215Z","68.5444","-147.4419","0.9","2.6","ml",,,,"0.81","ak","ak019d1qom1e","2019-10-11T19:24:51.451Z","87km NW of Arctic Village, Alaska","earthquake",,"0.4",,,"reviewed","ak","ak"
"2019-10-11T03:45:46.510Z","18.3731",-64344,128,"4.14","md",27,181,"1.3097","0.79","pr","pr2019284000","2019-10-11T17:00:39.867Z","41km SE of Road Town, British Virgin Islands","earthquake","6.46","3.43","0.29",19,"reviewed","pr","pr"
"2019-10-11T03:04:33.730Z",19318,"-67.4368",17,"3.13","md",7,340,"0.9106","0.29","pr","pr2019284001","2019-10-11T20:36:05.040Z","88km NNW of San Antonio, Puerto Rico","earthquake","11.16","22.65","0.16",7,"reviewed","pr","pr"
"2019-10-11T02:55:41.375Z",-29222,"-71.8549","19.95","4.9","mb",,98,877,"1.01","us","us70005tad","2019-10-11T03:40:45.299Z","95km NNW of Coquimbo, Chile","earthquake",6,"2.9",71,63,"reviewed","us","us"
"2019-10-11T01:55:07.163Z","6.7121","125.0271",10,"5.1","mb",,59,653,"0.94","us","us70005ta8","2019-10-11T02:14:31.842Z","10km E of Columbio, Philippines","earthquake",7,"1.9",58,96,"reviewed","us","us"
"2019-10-11T01:39:24.897Z","51.3171","-178.1977",35,"4.2","mb",,195,843,"1.07","us","us70005ta5","2019-10-11T18:57:44.059Z","63km S of Tanaga Volcano, Alaska","earthquake","7.8",2,88,36,"reviewed","us","us"
"2019-10-11T01:36:31.313Z","31.2545","-109.0973",5,"3.5","ml",,72,198,"0.67","us","us70005ta3","2019-10-12T01:37:24.436Z","43km ESE of Douglas, Arizona","earthquake","4.7","1.6",53,46,"reviewed","us","us"
"2019-10-11T01:10:52.822Z","31.2627",-109086,5,"3.9","ml",,72,1287,"0.65","us","us70005t9y","2019-10-14T21:31:42.979Z","44km ESE of Douglas, Arizona","earthquake","3.4",2,52,49,"reviewed","us","us"
"2019-10-10T23:55:59.348Z","39.4291","25.6607",10,"4.2","mb",,33,1483,"0.88","us","us70005t9m","2019-10-12T05:51:37.833Z","37km NW of Eresos, Greece","earthquake",5,"1.5",136,15,"reviewed","us","us"
"2019-10-10T23:38:58.052Z","44.3208","-110.8815","3.38","2.5","ml",,51,74,"0.52","us","us70005thz","2019-10-12T21:29:50.040Z","16km SSW of Old Faithful Geyser, Wyoming","earthquake","0.6","3.1",302,5,"reviewed","us","uu"
"2019-10-10T23:30:35.858Z","62.5757","-151.1911","85.6","3.4","ml",,,,"0.64","ak","ak019d0eyoxt","2019-10-12T21:39:29.040Z","62km WNW of Talkeetna, Alaska","earthquake",,"0.4",,,"reviewed","ak","ak"
"2019-10-10T22:54:23.050Z","19.6271","-64.5485",11,"3.19","md",11,237,"2.0233","0.22","pr","pr2019283015","2019-10-11T01:03:35.040Z","121km N of Road Town, British Virgin Islands","earthquake","3.42","3.94","0.3",9,"reviewed","pr","pr"
"2019-10-10T22:35:11.391Z","-4.4607",147533,10,"4.5","mb",,64,2407,"0.63","us","us70005t9b","2019-10-13T01:14:36.040Z","210km ENE of Madang, Papua New Guinea","earthquake","7.8","1.9",97,31,"reviewed","us","us"
"2019-10-10T22:11:14.489Z","16.1772","-96.5215",35,"4.7","mb",,94,2394,"0.8","us","us70005t90","2019-10-11T04:01:13.567Z","19km SSE of Miahuatlan de Porfirio Diaz, Mexico","earthquake","7.2","1.9",29,373,"reviewed","us","us"
"2019-10-10T22:05:35.106Z","12.9376","-89.8814",35,"4.4","mb",,141,1538,"1.13","us","us70005t8w","2019-10-11T03:52:16.040Z","72km S of Acajutla, El Salvador","earthquake","6.7",2,68,62,"reviewed","us","us"
"2019-10-10T21:37:28.971Z","67.9793","-166.2258",0,"2.5","ml",,,,"0.86","ak","ak019d0dtbfy","2019-10-11T04:20:34.040Z","46km SSE of Point Hope, Alaska","earthquake",,"0.5",,,"automatic","ak","ak"
"2019-10-10T21:26:26.700Z","-46.9218","-10.3997",10,"5.2","mb",,72,"18.05","0.62","us","us70005t81","2019-10-11T04:19:02.040Z","Southern Mid-Atlantic Ridge","earthquake","11.7","1.8",54,113,"reviewed","us","us"
"2019-10-10T19:20:40.010Z","19.0328","-68.4795",32,"2.94","md",13,177,"0.7539","0.56","pr","pr2019283012","2019-10-10T20:34:04.040Z","64km NNE of Otra Banda, Dominican Republic","earthquake","2.81","10.1","0.58",8,"reviewed","pr","pr"
"2019-10-10T19:16:41.492Z","43.3837","-128.0255",10,"3.2","ml",,286,"2.75","0.65","us","us70005t5t","2019-10-10T21:19:53.575Z","295km W of Bandon, Oregon","earthquake",12,2,51,50,"reviewed","us","us"
"2019-10-10T19:10:16.110Z","19.2666","-67.3573",42,"3.23","md",10,306,"0.8361","0.34","pr","pr2019283014","2019-10-13T19:50:25.040Z","82km N of San Antonio, Puerto Rico","earthquake","2.89","10.23","0.05",6,"reviewed","pr","pr"
"2019-10-10T19:08:28.474Z","7.1383","-77.1092","35.8","4.5","mb",,100,3369,"0.78","us","us70005t5l","2019-10-11T04:05:44.394Z","33km S of Riosucio, Colombia","earthquake","5.1","10.1",131,17,"reviewed","us","us"
"2019-10-10T18:32:14.421Z",-35235,"-179.3542",10,"4.8","mb",,192,2992,"0.9","us","us70005t5n","2019-10-10T22:42:46.332Z","East of the North Island of New Zealand","earthquake","4.7","1.9",128,19,"reviewed","us","us"
"2019-10-10T17:58:35.530Z","19.1375","-67.0721",82,"3.02","md",4,334,"0.9618","0.28","pr","pr2019283013","2019-10-10T20:25:31.040Z","84km N of Isabela, Puerto Rico","earthquake","6.97","11.34","0.02",3,"reviewed","pr","pr"
"2019-10-10T17:26:42.163Z","-16.0937","-73.3867","61.95","4.5","mb",,130,4025,"0.72","us","us70005t3y","2019-10-10T22:22:57.040Z","92km NW of Camana, Peru","earthquake","9.5","7.9","0.09",36,"reviewed","us","us"
"2019-10-10T17:15:03.473Z","53.9236","-165.1031","66.91","2.9","ml",,208,397,"0.32","us","us70005t5x","2019-10-10T20:20:01.040Z","49km ESE of Akutan, Alaska","earthquake","8.5","13.8",128,8,"reviewed","us","us"
"2019-10-10T16:52:03.266Z",40722,"29.2217",10,"4.3","mb",,55,1262,"0.71","us","us70005t3c","2019-10-11T17:18:31.053Z","8km NNW of Yalova, Turkey","earthquake","3.5","1.9",306,3,"reviewed","us","us"
"2019-10-10T16:43:30.700Z",-18613,"168.4118","42.21","4.5","mb",,143,3353,"0.77","us","us70005t3s","2019-10-11T16:33:05.040Z","97km S of Port-Vila, Vanuatu","earthquake","10.1","3.3",99,32,"reviewed","us","us"
"2019-10-10T14:16:40.095Z",-6845,"129.5696","146.94","5.1","mb",,51,2053,"1.08","us","us70005t0t","2019-10-10T14:29:48.040Z","228km WNW of Saumlaki, Indonesia","earthquake","7.6","6.6",125,21,"reviewed","us","us"
"2019-10-10T12:55:08.960Z","19.29",-67269,26,"3.11","md",8,305,"0.8375","0.36","pr","pr2019283011","2019-10-10T17:21:49.908Z","90km NNW of San Antonio, Puerto Rico","earthquake","1.99","23.23","0.07",7,"reviewed","pr","pr"
"2019-10-10T12:28:52.450Z","19.3171","-67.4375",46,"2.99","md",5,328,"0.9101","0.26","pr","pr2019283010","2019-10-10T17:21:16.836Z","98km NNW of San Antonio, Puerto Rico","earthquake","2.36","8.85","0.07",4,"reviewed","pr","pr"
"2019-10-10T11:16:21.250Z","19.1888","-67.4406",19,"2.95","md",5,325,"1.0865","0.2","pr","pr2019283009","2019-10-10T17:20:43.452Z","85km NNW of San Antonio, Puerto Rico","earthquake","7.53","15.24","0.1",5,"reviewed","pr","pr"
"2019-10-10T09:13:40.840Z",19124,-67177,40,3,"md",14,228,"0.6598","0.63","pr","pr2019283005","2019-10-10T09:51:16.833Z","70km NNW of Isabela, Puerto Rico","earthquake","3.48","12.07","0.43",11,"reviewed","pr","pr"
"2019-10-10T09:06:26.188Z","54.9976","-160.5651","38.3","3.1","ml",,,,"0.58","ak","ak019d06hgku","2019-10-10T19:06:07.449Z","37km S of Sand Point, Alaska","earthquake",,"0.8",,,"reviewed","ak","ak"
"2019-10-10T07:01:45.672Z","62.8983","-143.61","17.9",4,"ml",,,,"0.82","ak","ak019d059k9u","2019-10-12T15:24:39.040Z","52km SSW of Tok, Alaska","earthquake",,"0.1",,,"reviewed","ak","ak"
"2019-10-10T04:39:48.226Z","-3.6504","128.2157","54.43",5,"mb",,55,4091,"1.2","us","us70005swb","2019-10-10T14:45:32.708Z","4km WSW of Passo, Indonesia","earthquake","6.9","6.9",75,57,"reviewed","us","us"
"2019-10-10T03:42:20.310Z","19.2006","-67.2791",8,"2.95","md",3,357,"1.0429","0.26","pr","pr2019283002","2019-10-10T06:16:46.672Z","80km NNW of San Antonio, Puerto Rico","earthquake","16.95","18.95","0.25",3,"reviewed","pr","pr"
"2019-10-10T03:23:02.234Z","9.6959","-84.6631","20.19","4.5","mb",,155,623,"0.82","us","us70005svm","2019-10-10T03:46:15.040Z","9km NNW of Jaco, Costa Rica","earthquake","5.6","7.5",87,39,"reviewed","us","us"
"2019-10-10T03:18:04.738Z","-57.9728","157.4102",10,"5.4","mb",,114,"13.11","1.04","us","us70005svg","2019-10-11T21:41:04.040Z","Macquarie Island region","earthquake","4.7",2,105,31,"reviewed","us","us"
"2019-10-10T02:50:26.670Z","19.0708","-67.1503",6,"2.62","md",11,309,"0.6046","0.27","pr","pr2019283001","2019-10-10T04:17:11.331Z","64km NNW of Isabela, Puerto Rico","earthquake","3.16","3.09","0.14",11,"reviewed","pr","pr"
"2019-10-10T02:46:51.262Z","11.3412","-86.6642","39.8","4.6","mb",,182,"0.86","0.96","us","us70005sv9","2019-10-10T03:16:35.057Z","51km SSW of Masachapa, Nicaragua","earthquake","6.3","15.5",48,130,"reviewed","us","us"
"2019-10-10T02:29:51.047Z","65.5576","-165.0649","13.2","2.8","ml",,,,"0.7","ak","ak019d02gems","2019-10-10T18:32:17.968Z","90km SSE of Shishmaref, Alaska","earthquake",,"0.4",,,"reviewed","ak","ak"
"2019-10-10T01:55:01.074Z",51265,"-178.3184","25.8","3.5","ml",,,,"0.33","ak","ak019d020fxz","2019-10-10T18:17:03.990Z","55km E of Amatignak Island, Alaska","earthquake",,"3.1",,,"reviewed","ak","ak"
"2019-10-10T01:32:30.830Z","56.4239","-148.8094","7.2","3.1","ml",,,,"0.68","ak","ak019d01vkl7","2019-10-10T18:11:11.794Z","265km ESE of Kodiak, Alaska","earthquake",,"8.9",,,"reviewed","ak","ak"
"2019-10-10T01:15:01.050Z","68.9949","-147.7776","4.4","3.4","ml",,,,"0.79","ak","ak019d01rv3s","2019-10-10T01:27:19.357Z","133km NW of Arctic Village, Alaska","earthquake",,"0.8",,,"automatic","ak","ak"
"2019-10-10T00:04:01.090Z","19.3003",-67445,18,"2.79","md",17,304,"0.8972","0.27","pr","pr2019283000","2019-10-10T04:14:42.794Z","80km NNW of San Antonio, Puerto Rico","earthquake","6.21","12.5","0.12",15,"reviewed","pr","pr"
"2019-10-09T23:32:20.700Z",19204,"-67.26",36,"2.98","md",4,336,"0.9955","0.25","pr","pr2019282017","2019-10-10T04:16:15.747Z","80km NNW of San Antonio, Puerto Rico","earthquake","3.09","16.74","0.08",4,"reviewed","pr","pr"
"2019-10-09T22:13:04.126Z","52.4339","-168.9337","211.4","2.8","ml",,,,"0.66","ak","ak019cyqq8pu","2019-10-09T23:20:07.342Z","56km S of Nikolski, Alaska","earthquake",,"4.4",,,"reviewed","ak","ak"
"2019-10-09T22:13:03.679Z","53.4426","-170.1568","215.81","3.4","ml",,160,639,"0.54","us","us70005stk","2019-10-12T22:04:18.040Z","97km NNE of Yunaska Island, Alaska","earthquake","7.2",20,91,16,"reviewed","us","us"
"2019-10-09T21:26:09.009Z","-15.3018",-172828,10,"5.1","mb",,77,1717,"1.63","us","us70005ssi","2019-10-09T22:21:01.040Z","122km NE of Hihifo, Tonga","earthquake","7.2","1.4",68,70,"reviewed","us","us"
"2019-10-09T21:16:28.116Z","-35.1791","-179.1443",10,"4.4","mb",,177,3144,"0.91","us","us70005srj","2019-10-09T21:47:50.793Z","East of the North Island of New Zealand","earthquake","5.7",2,149,13,"reviewed","us","us"
"2019-10-09T20:31:24.080Z","18.7673","-67.5298",10,"2.91","md",6,307,"0.3862","0.39","pr","pr2019282016","2019-10-09T21:00:11.170Z","54km NW of Aguadilla, Puerto Rico","earthquake","2.46","31.61","0.06",6,"reviewed","pr","pr"
"2019-10-09T20:22:51.744Z","-35.1493","-179.3012",10,"5.5","mww",,61,3086,"1.35","us","us70005sqk","2019-10-10T20:24:51.286Z","East of the North Island of New Zealand","earthquake","8.1","1.8",71,19,"reviewed","us","us"
"2019-10-09T20:09:06.580Z",35659,"-117.5543333","6.05","2.62","ml",37,42,"0.03879","0.21","ci","ci39122472","2019-10-10T18:07:34.362Z","12km ENE of Ridgecrest, CA","earthquake","0.27","0.73",185,25,"automatic","ci","ci"
"2019-10-09T17:50:59.600Z","19.0356","-67.1601",71,"2.76","md",3,245,"0.7997","0.59","pr","pr2019282015","2019-10-09T20:14:12.623Z","60km NNW of Isabela, Puerto Rico","earthquake","5.64","11.99","0.09",3,"reviewed","pr","pr"
"2019-10-09T17:26:52.380Z","18.4635","-67.6478",81,"2.77","md",7,326,"0.1863","0.31","pr","pr2019282013","2019-10-09T20:23:10.040Z","47km WNW of Rincon, Puerto Rico","earthquake","3.54","1.84","0.14",6,"reviewed","pr","pr"
"2019-10-09T17:18:34.855Z","42.6716","137.2932","287.54","4.1","mb",,51,3391,"1.15","us","us70005snf","2019-10-09T20:04:20.040Z","201km SE of Ol'ga, Russia","earthquake","8.9","10.1",91,33,"reviewed","us","us"
"2019-10-09T17:16:55.894Z","61.5504","-146.4599",15,"2.8","ml",,,,"0.64","ak","ak019cynrs8t","2019-10-09T21:15:15.759Z","45km N of Valdez, Alaska","earthquake",,"0.9",,,"reviewed","ak","ak"
"2019-10-09T12:56:15.850Z","18.5758","-66.3558",103,"2.89","md",14,233,"0.3811","0.38","pr","pr2019282012","2019-10-09T18:37:20.660Z","12km N of Brenas, Puerto Rico","earthquake","2.81","1.57","0.37",11,"reviewed","pr","pr"
"2019-10-09T12:52:45.969Z","69.5621","-144.8454",3,"2.5","ml",,,,"0.78","ak","ak019cyl0bas","2019-10-09T13:12:12.040Z","79km SW of Kaktovik, Alaska","earthquake",,"0.3",,,"automatic","ak","ak"
"2019-10-09T12:19:49.920Z","39.2599","-116.3923",0,"2.7","ml",10,"108.4",747,"0.1458","nn","nn00706830","2019-10-09T16:34:33.130Z","46km SW of Eureka, Nevada","earthquake",,0,"0.22",4,"reviewed","nn","nn"
"2019-10-09T11:52:13.090Z","19.1206","-64.5071",139,"3.35","md",6,342,"1.7731","0.45","pr","pr2019282011","2019-10-09T17:28:23.496Z","78km N of Road Town, British Virgin Islands","earthquake","9.68","9.54","0.44",6,"reviewed","pr","pr"
"2019-10-09T11:28:43.650Z","33.0165","-116.3586667","7.72","2.54","ml",102,46,"0.07726","0.22","ci","ci39121520","2019-10-09T16:32:09.400Z","24km ESE of Julian, CA","earthquake","0.13","0.66",127,105,"reviewed","ci","ci"
