"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource"
"2019-10-09T11:28:10.360Z","19.0823","-67.0655",49,"2.81","md",8,233,"0.6165","0.66","pr","pr2019282010","2019-10-09T17:09:56.320Z","64km N of Isabela, Puerto Rico","earthquake","3.83","13.06","0.16",8,"reviewed","pr","pr"
"2019-10-09T10:49:14.095Z","15.4161","-94.3073",35,4,"mb",,188,2259,"0.75","us","us70005sij","2019-10-09T11:22:28.040Z","83km SW of Paredon, Mexico","earthquake","8.6",2,"0.1",27,"reviewed","us","us"
"2019-10-09T10:44:35.945Z",36502,"70.6407","202.22",5,"mww",,45,"1.31","1.1","us","us70005sii","2019-10-14T05:26:38.271Z","43km SSW of Jarm, Afghanistan","earthquake","6.1","5.3","0.08",15,"reviewed","us","us"
"2019-10-09T10:00:11.265Z","-17.7625","-178.7008","563.28","4.6","mb",,73,3093,"0.9","us","us70005sid","2019-10-09T10:17:54.040Z","252km SE of Lambasa, Fiji","earthquake","12.8","9.2",76,52,"reviewed","us","us"
"2019-10-09T09:25:35.913Z","68.8326","-146.2523","14.3","2.5","ml",,,,"1.18","ak","ak019cyj27au","2019-10-09T09:46:45.040Z","83km NNW of Arctic Village, Alaska","earthquake",,"0.8",,,"automatic","ak","ak"
"2019-10-09T09:15:16.640Z","37.3818333","-121.7328333","9.27","3.25","mw",145,33,"0.03006","0.07","nc","nc73289220","2019-10-14T12:56:49.370Z","8km ENE of Alum Rock, CA","earthquake","0.08","0.22",,5,"reviewed","nc","nc"
"2019-10-09T08:51:25.475Z","30.0451","138.9888","418.78","4.6","mb",,91,"3.14","0.73","us","us70005shn","2019-10-09T09:07:15.040Z","Izu Islands, Japan region","earthquake","9.7","3.9","0.04",183,"reviewed","us","us"
"2019-10-09T08:17:23.684Z","36.6157","71.2223","92.41","4.6","mb",,94,977,"0.8","us","us70005shd","2019-10-09T08:34:58.040Z","28km WSW of Ashkasham, Afghanistan","earthquake","7.4","8.5",158,12,"reviewed","us","us"
"2019-10-09T08:03:47.762Z","68.5877","-147.4132","1.5","2.5","ml",,,,"0.74","ak","ak019cyic2y4","2019-10-09T20:16:29.383Z","92km NW of Arctic Village, Alaska","earthquake",,"0.5",,,"reviewed","ak","ak"
"2019-10-09T07:57:40.603Z","20.3849","121.6278",10,"4.7","mb",,105,3008,"0.58","us","us70005shb","2019-10-09T08:28:09.040Z","26km WNW of Sabtang, Philippines","earthquake","9.1","1.9",91,37,"reviewed","us","us"
"2019-10-09T07:57:36.350Z","37.6408348","-118.9518356","5.31","2.57","md",23,66,"0.0245","0.04","nc","nc73289200","2019-10-09T09:56:56.595Z","2km E of Mammoth Lakes, CA","earthquake","0.27","0.49","0.24",22,"automatic","nc","nc"
"2019-10-09T07:48:16.073Z","35.6846","139.6024","20.14","3.4","ml",,153,1415,"0.95","us","us70005shf","2019-10-09T14:10:50.646Z","3km E of Mitaka-shi, Japan","earthquake","4.3","16.8",97,14,"reviewed","us","us"
"2019-10-09T06:35:00.134Z","71.1695","-135.6272",65,"2.7","ml",,,,"0.66","ak","ak019cyhc1lb","2019-10-09T20:05:25.932Z","214km NNW of Tuktoyaktuk, Canada","earthquake",,"2.2",,,"reviewed","ak","ak"
"2019-10-09T06:13:31.980Z","19.2581","-67.3576",52,"3.05","md",9,325,"0.8281","0.4","pr","pr2019282006","2019-10-09T08:47:25.890Z","89km NNW of San Antonio, Puerto Rico","earthquake","3.11","9.93","0.23",9,"reviewed","pr","pr"
"2019-10-09T05:49:51.598Z","-0.8727","148.4459",10,"4.7","mb",,103,1586,"0.78","us","us70005sgg","2019-10-09T06:33:17.040Z","182km NE of Lorengau, Papua New Guinea","earthquake","9.9","1.9",102,29,"reviewed","us","us"
"2019-10-09T05:44:46.324Z","-57.9316","-139.1829",10,"5.5","mww",,148,26755,"0.48","us","us70005sih","2019-10-10T05:46:57.954Z","Pacific-Antarctic Ridge","earthquake","7.1","1.9",75,17,"reviewed","us","us"
"2019-10-09T04:37:52.040Z","19.2358","-67.1813",7,"2.9","md",10,234,"0.7715","0.49","pr","pr2019282007","2019-10-09T09:08:31.395Z","82km N of San Antonio, Puerto Rico","earthquake","3.51","3.3","0.25",7,"reviewed","pr","pr"
"2019-10-09T04:31:02.460Z","19.3321","-67.3876",25,"2.84","md",14,303,"0.9077","0.34","pr","pr2019282005","2019-10-09T08:46:45.322Z","97km NNW of San Antonio, Puerto Rico","earthquake","1.64","23.95","0.32",12,"reviewed","pr","pr"
"2019-10-09T04:29:50.552Z","59.7093","-153.1693","103.5","3.5","ml",,,,"0.54","ak","ak019cyg3x93","2019-10-09T19:34:37.848Z","75km W of Anchor Point, Alaska","earthquake",,"0.3",,,"reviewed","ak","ak"
"2019-10-09T04:21:43.100Z","19.1826","-67.2863",24,"3.06","md",15,294,"0.7362","0.38","pr","pr2019282004","2019-10-09T08:45:41.171Z","78km NNW of San Antonio, Puerto Rico","earthquake","1.72","25.46","0.29",13,"reviewed","pr","pr"
"2019-10-09T03:14:02.298Z","6.8078","-72.9584","155.51","4.3","mb",,79,917,"0.46","us","us70005sf9","2019-10-09T03:45:30.040Z","12km W of San Andres, Colombia","earthquake","6.9","8.6",237,5,"reviewed","us","us"
"2019-10-09T03:06:29.555Z","40.6899",52024,10,"4.6","mb",,60,5585,"1.07","us","us70005sf8","2019-10-10T04:27:38.575Z","108km NW of Turkmenbasy, Turkmenistan","earthquake","6.2","1.9",76,52,"reviewed","us","us"
"2019-10-09T02:28:15.723Z","68.7231",-146437,"2.2","2.8","ml",,,,"0.69","ak","ak019cyewrpx","2019-10-09T18:28:38.440Z","76km NNW of Arctic Village, Alaska","earthquake",,"0.4",,,"reviewed","ak","ak"
"2019-10-09T02:01:20.180Z","19.3101","-67.2311",24,"3.02","md",17,297,"0.8511","0.33","pr","pr2019282003","2019-10-09T06:10:37.124Z","91km N of San Antonio, Puerto Rico","earthquake","1.43","22.85","0.39",11,"reviewed","pr","pr"
"2019-10-09T00:29:13.722Z","63.4583","-151.1952","3.8","2.6","ml",,,,"1.01","ak","ak019cydq40q","2019-10-09T01:27:39.040Z","112km W of Cantwell, Alaska","earthquake",,"0.4",,,"automatic","ak","ak"
"2019-10-09T00:28:22.240Z",19212,"-67.1708",46,"2.79","md",12,233,"0.7469","0.69","pr","pr2019282002","2019-10-09T06:09:37.388Z","80km N of Isabela, Puerto Rico","earthquake","4.43","13.86","0.31",7,"reviewed","pr","pr"
"2019-10-09T00:06:13.720Z",19414,"-67.4688",28,"2.73","md",11,314,"1.0117","0.39","pr","pr2019282001","2019-10-09T06:08:39.780Z","109km NNW of San Antonio, Puerto Rico","earthquake","2.36","25.55","0.36",10,"reviewed","pr","pr"
"2019-10-09T00:00:04.560Z","19.3253","-67.3825",43,"2.92","md",17,303,"0.8997","0.54","pr","pr2019282000","2019-10-09T01:17:28.040Z","78km N of Isabela, Puerto Rico","earthquake","3.54","15.31","0.27",16,"reviewed","pr","pr"
"2019-10-08T23:58:47.740Z","33.8758333","-119.3525",0,"2.5","ml",20,135,"0.3235","0.27","ci","ci39120656","2019-10-09T15:16:48.215Z","23km SE of Santa Cruz Is. (E end), CA","earthquake","0.51","1.54",172,61,"reviewed","ci","ci"
"2019-10-08T23:42:48.930Z","19.2721","-67.1656",34,"2.5","md",5,324,"1.0128","0.14","pr","pr2019281034","2019-10-09T06:07:56.708Z","86km N of Isabela, Puerto Rico","earthquake","1.44","11.9","0.36",4,"reviewed","pr","pr"
"2019-10-08T23:26:22.030Z","19.3135","-67.3358",43,"3.32","md",17,300,"0.8753","0.47","pr","pr2019281029","2019-10-09T01:00:49.040Z","79km NNW of Isabela, Puerto Rico","earthquake","2.96","12.68","0.35",14,"reviewed","pr","pr"
"2019-10-08T22:31:23.540Z","35.9695","-117.6873333","2.02","2.57","ml",32,47,"0.03692","0.19","ci","ci39120480","2019-10-08T22:35:21.167Z","20km E of Little Lake, CA","earthquake","0.23","0.31",179,26,"automatic","ci","ci"
"2019-10-08T22:27:15.659Z","68.7685","-146.2215",0,"2.6","ml",,,,"0.81","ak","ak019cx39vn9","2019-10-09T00:52:28.040Z","76km NNW of Arctic Village, Alaska","earthquake",,"0.3",,,"automatic","ak","ak"
"2019-10-08T22:23:15.640Z","19.2548","-67.2725",37,"3.34","md",18,296,"0.8037","0.46","pr","pr2019281025","2019-10-09T00:38:01.040Z","81km N of San Antonio, Puerto Rico","earthquake","2.84","13.26","0.05",11,"reviewed","pr","pr"
"2019-10-08T21:49:22.494Z","42.9297","78.7513","13.36","4.4","mb",,73,501,"1.07","us","us70005sbz","2019-10-09T19:38:39.538Z","38km NE of Tyup, Kyrgyzstan","earthquake","4.3","5.1",117,21,"reviewed","us","us"
"2019-10-08T21:26:52.165Z","55.7602","-158.1068","52.1","2.7","ml",,,,"0.53","ak","ak019cx2ob3x","2019-10-08T22:53:19.040Z","68km SE of Chignik Lake, Alaska","earthquake",,"1.5",,,"automatic","ak","ak"
"2019-10-08T21:20:59.510Z",19235,"-67.4255",46,"3.03","md",8,325,"0.8294","0.27","pr","pr2019281033","2019-10-09T00:12:15.614Z","89km NNW of San Antonio, Puerto Rico","earthquake","2.17","9.52","0.15",8,"reviewed","pr","pr"
"2019-10-08T20:24:07.306Z",36124,"14.3153",10,"3.3","ml",,117,332,"0.66","us","us70005sc2","2019-10-11T15:51:04.008Z","9km N of Nadur, Malta","earthquake","2.8",2,97,14,"reviewed","us","us"
"2019-10-08T20:18:13.080Z","35.6763333","-117.5513333","2.7","2.73","ml",41,38,"0.05608","0.21","ci","ci39120144","2019-10-09T01:58:39.516Z","13km ENE of Ridgecrest, CA","earthquake","0.24","0.48",105,25,"automatic","ci","ci"
"2019-10-08T20:09:50.540Z","18.8813","-67.08",11,"2.84","md",4,327,"0.6262","0.21","pr","pr2019281031","2019-10-08T23:53:21.280Z","42km N of Isabela, Puerto Rico","earthquake","3.23","4.51","0.06",4,"reviewed","pr","pr"
"2019-10-08T19:58:33.790Z",19286,"-67.2801",31,"3.18","md",7,325,"0.8358","0.22","pr","pr2019281032","2019-10-10T20:56:39.040Z","70km NNW of Isabela, Puerto Rico","earthquake","1.73","15.08","0.14",6,"reviewed","pr","pr"
"2019-10-08T19:58:30.719Z","35.7371","140.1132","71.32","4.5","mb",,135,1737,"0.65","us","us70005sbf","2019-10-12T12:40:50.796Z","8km SSE of Shiroi, Japan","earthquake","7.1","7.8","0.08",46,"reviewed","us","us"
"2019-10-08T19:55:01.570Z","19.2125",-67196,10,"2.82","md",4,336,"0.7498","0.32","pr","pr2019281030","2019-10-10T20:35:08.040Z","100km N of San Antonio, Puerto Rico","earthquake","3.9","31.61","0.1",4,"reviewed","pr","pr"
"2019-10-08T19:51:19.670Z","19.2441","-67.2991",10,"3.06","md",9,324,799,"0.26","pr","pr2019281028","2019-10-10T20:20:40.040Z","87km N of San Antonio, Puerto Rico","earthquake","1.54","31.61","0.06",7,"reviewed","pr","pr"
"2019-10-08T19:47:35.759Z","36.03116667","-98.08733333","6.2","3.01","ml",98,33,0,"0.14","ok","ok2019ttca","2019-10-10T19:35:54.040Z","19km WSW of Hennessey, Oklahoma","earthquake",,"0.3","0.26",39,"reviewed","ok","ok"
"2019-10-08T19:12:03.170Z","19.1763","-67.3313",10,3,"md",10,323,"0.7422","0.35","pr","pr2019281027","2019-10-10T19:25:57.040Z","90km NNW of Isabela, Puerto Rico","earthquake","1.98","31.61","0.22",9,"reviewed","pr","pr"
"2019-10-08T19:10:45.210Z","36.02933333","-98.08866667","5.84","3.03","ml",88,35,0,"0.15","ok","ok2019ttav","2019-10-09T22:01:56.040Z","19km WSW of Hennessey, Oklahoma","earthquake",,"0.3","0.25",34,"reviewed","ok","ok"
"2019-10-08T19:05:58.910Z",18793,"-67.1673",16,"2.72","md",7,306,"0.3303","0.27","pr","pr2019281026","2019-10-09T00:10:24.277Z","34km NNW of San Antonio, Puerto Rico","earthquake","1.42","1.77","0.08",7,"reviewed","pr","pr"
"2019-10-08T18:58:34.989Z","52.5688","159.5044","56.94","4.6","mb",,110,"0.69","0.82","us","us70005s8f","2019-10-09T21:32:07.040Z","78km SE of Petropavlovsk-Kamchatskiy, Russia","earthquake","8.2","6.4",69,65,"reviewed","us","us"
"2019-10-08T18:44:26.850Z","19.2236",-67176,10,"2.57","md",16,234,"0.7589","0.47","pr","pr2019281024","2019-10-09T21:10:08.040Z","50km NNW of San Antonio, Puerto Rico","earthquake","1.84","31.61","0.42",15,"reviewed","pr","pr"
"2019-10-08T18:18:02.450Z","19.2411","-67.4361",10,"3.97","md",19,302,"0.8391","0.42","pr","pr2019281023","2019-10-09T18:49:18.040Z","56km NNW of San Antonio, Puerto Rico","earthquake","1.59","31.61","0.13",12,"reviewed","pr","pr"
"2019-10-08T14:31:57.900Z","31.2788333","-115.5378333","13.46","3.59","ml",6,187,"0.2387","0.09","ci","ci39119384","2019-10-09T13:58:28.229Z","109km ESE of Maneadero, B.C., MX","earthquake","0.87","0.96",227,85,"reviewed","ci","ci"
"2019-10-08T14:25:50.912Z","14.0015","144.6026","182.85","4.6","mb",,77,484,"0.67","us","us70005rxr","2019-10-08T15:12:37.040Z","59km NNW of Dededo Village, Guam","earthquake","10.3","2.9","0.05",118,"reviewed","us","us"
"2019-10-08T14:04:09.104Z","-27.2091","-71.0432","57.38","4.2","mb",,187,"0.63","0.56","us","us70005rxg","2019-10-08T14:25:29.040Z","72km WNW of Copiapo, Chile","earthquake","6.8","9.7",374,2,"reviewed","us","us"
"2019-10-08T13:51:48.780Z","19.2501","-67.0021",31,"3.07","md",5,336,"0.9368","0.23","pr","pr2019281022","2019-10-08T21:15:13.040Z","67km N of Isabela, Puerto Rico","earthquake","2.43","15.78","0.02",4,"reviewed","pr","pr"
"2019-10-08T13:10:53.780Z","36.6386681","-121.2594986","9.85","2.94","md",51,66,"0.05234","0.09","nc","nc73288720","2019-10-09T09:40:53.693Z","16km NW of Pinnacles, CA","earthquake","0.17","0.54","0.17",70,"automatic","nc","nc"
"2019-10-08T13:05:17.430Z","18.8745","-155.2608333","16.11","3.99","ml",70,256,,"0.13","hv","hv71171736","2019-10-10T16:50:35.700Z","39km SE of Pahala, Hawaii","earthquake","1.17","6.52",208,51,"reviewed","hv","hv"
"2019-10-08T12:55:27.790Z","19.2628","-67.3561",14,"3.23","md",10,306,"0.8322","0.32","pr","pr2019281021","2019-10-08T18:57:55.503Z","89km NNW of San Antonio, Puerto Rico","earthquake","8.32","15.95","0.22",8,"reviewed","pr","pr"
"2019-10-08T12:45:37.261Z","-10.3417","161.4781","53.19",5,"mb",,30,1754,"0.72","us","us70005rx7","2019-10-08T13:36:48.040Z","50km WNW of Kirakira, Solomon Islands","earthquake","4.8","6.8",38,219,"reviewed","us","us"
"2019-10-08T12:29:18.390Z","19.1601","-67.2095",25,"3.06","md",9,296,"0.6995","0.18","pr","pr2019281020","2019-10-08T18:57:19.928Z","74km N of San Antonio, Puerto Rico","earthquake","1.04","12.36","0.16",8,"reviewed","pr","pr"
"2019-10-08T11:41:49.200Z","19.1911","-67.2638",8,"2.92","md",21,213,"0.7395","0.43","pr","pr2019281017","2019-10-08T13:00:05.369Z","79km NNW of San Antonio, Puerto Rico","earthquake","1.53","31.61","0.19",19,"reviewed","pr","pr"
"2019-10-08T11:03:38.780Z","19.2398","-67.0468",45,"3.09","md",5,335,"0.9399","0.22","pr","pr2019281018","2019-10-08T18:55:42.248Z","81km N of Isabela, Puerto Rico","earthquake","2.65","10.52","0.05",4,"reviewed","pr","pr"
"2019-10-08T10:50:47.100Z",19305,"-67.0318",63,"3.07","md",5,336,"0.9977","0.32","pr","pr2019281016","2019-10-08T12:08:37.486Z","89km N of Isabela, Puerto Rico","earthquake","4.82","11.62","0.04",4,"reviewed","pr","pr"
"2019-10-08T10:48:29.548Z","38.4938","73.1947","127.98","4.3","mb",,78,1466,"0.69","us","us70005rws","2019-10-08T11:21:27.040Z","64km SSW of Karakul, Tajikistan","earthquake","6.9","10.6",238,5,"reviewed","us","us"
"2019-10-08T10:38:17.700Z","19.02","-67.1961",14,"2.95","md",8,320,559,"0.38","pr","pr2019281015","2019-10-08T11:54:24.910Z","59km N of San Antonio, Puerto Rico","earthquake","1.96","2.79","0.05",5,"reviewed","pr","pr"
"2019-10-08T09:17:22.874Z","62.8614","-143.6047","3.3","2.7","ml",,,,"0.88","ak","ak019cwvh45n","2019-10-08T09:30:37.214Z","61km SSW of Tok, Alaska","earthquake",,"0.4",,,"automatic","ak","ak"
"2019-10-08T08:55:13.834Z","60.0822",-151519,"63.2","2.5","ml",,,,"0.58","ak","ak019cwv3t2g","2019-10-08T11:14:13.040Z","34km SSW of Cohoe, Alaska","earthquake",,"0.7",,,"automatic","ak","ak"
"2019-10-08T08:08:44.100Z","18.5418","-67.0073",82,"2.59","md",12,218,"0.1277","0.32","pr","pr2019281013","2019-10-08T13:35:07.040Z","12km NNE of Isabela, Puerto Rico","earthquake","2.02","1.49","0.25",11,"reviewed","pr","pr"
"2019-10-08T07:44:40.382Z","33.9922","72.5671",10,"3.9","mb",,162,676,"1.04","us","us70005rvq","2019-10-08T21:05:40.556Z","10km SSW of Topi, Pakistan","earthquake","5.9",2,296,3,"reviewed","us","us"
"2019-10-08T07:13:41.900Z","19.1786",-67151,19,"2.75","md",10,318,"0.7122","0.27","pr","pr2019281012","2019-10-08T13:04:06.040Z","81km N of Isabela, Puerto Rico","earthquake","8.87","17.41","0.34",10,"reviewed","pr","pr"
"2019-10-08T06:47:38.532Z","62.2292","-142.0482",0,"2.7","ml",,,,"1.08","ak","ak019cwtv9uq","2019-10-08T06:55:06.565Z","132km SSE of Tok, Alaska","earthquake",,"0.7",,,"automatic","ak","ak"
"2019-10-08T06:27:51.820Z","41.1503333","-123.3376667","39.85","2.68","md",27,68,"0.1551","0.16","nc","nc71111179","2019-10-10T04:45:05.236Z","28km SSE of Somes Bar, CA","earthquake","0.37","0.42",214,34,"reviewed","nc","nc"
"2019-10-08T06:18:04.056Z",-18083,"-69.4218","134.69","4.9","mb",,111,263,"1.41","us","us70005rv1","2019-10-08T12:25:37.319Z","19km NE of Putre, Chile","earthquake","7.1","5.6",51,123,"reviewed","us","us"
"2019-10-08T05:09:08.152Z","-61.0738","-53.8817",10,"4.9","mb",,83,2562,"1.28","us","us70005run","2019-10-08T05:30:26.040Z","South Shetland Islands","earthquake","7.7","1.9",82,47,"reviewed","us","us"
"2019-10-08T04:56:35.280Z","18.9933",-67199,6,"2.83","md",15,212,"0.5331","0.5","pr","pr2019281010","2019-10-08T09:27:59.848Z","56km N of San Antonio, Puerto Rico","earthquake","2.06","2.76","0.3",9,"reviewed","pr","pr"
"2019-10-08T04:48:48.450Z",19223,"-67.3135",25,"2.82","md",9,324,"0.7821","0.42","pr","pr2019281008","2019-10-08T08:45:46.558Z","84km NNW of San Antonio, Puerto Rico","earthquake","2.65","25.67","0.2",9,"reviewed","pr","pr"
"2019-10-08T04:46:09.913Z",44542,"138.3824","268.36","4.3","mb",,63,"3.05","0.88","us","us70005rug","2019-10-08T05:01:53.040Z","151km ESE of Terney, Russia","earthquake",10,"7.7",64,69,"reviewed","us","us"
"2019-10-08T04:43:51.661Z","54.3311","-35.1641",10,"4.6","mb",,92,"14.7","1.14","us","us70005rus","2019-10-08T05:26:04.040Z","Reykjanes Ridge","earthquake","11.1","1.9",62,77,"reviewed","us","us"
"2019-10-08T03:48:11.650Z","19.2123","-67.2573",25,"2.76","md",14,293,759,"0.45","pr","pr2019281006","2019-10-08T08:44:55.942Z","81km NNW of San Antonio, Puerto Rico","earthquake","1.92","27.97","0.28",12,"reviewed","pr","pr"
"2019-10-08T02:01:38.407Z","68.9113",-147672,0,"2.5","ml",,,,"0.76","ak","ak019cwr7olp","2019-10-08T02:06:34.511Z","123km NW of Arctic Village, Alaska","earthquake",,"0.7",,,"automatic","ak","ak"
"2019-10-08T00:08:03.080Z","19.2705","-67.2813",10,"3.15","md",17,296,"0.8208","0.56","pr","pr2019281000","2019-10-08T00:42:14.040Z","79km N of Isabela, Puerto Rico","earthquake","2.12","31.61","0.29",14,"reviewed","pr","pr"
